Title|Place of publication|Date range of issues|Only one issue?|Primary Language|Secondary language|Format (print/microfilm|Condition|Periodical/Newspaper|Priority (L/M/H)|Plans for digitization|Alt title|Notes
Studiju Grupas Biletens |Kalamazoo, MI|1967-1968, 1970||lav|eng|P||N|||Study Group Bulletin|
Svesos Krastos |Philadelphia, PA|1973-date||lav|eng|P||N|||On the Unknown Shores|
Svesuma Balss |Riga, Latvia|1965, 1968, 1974-1976||lav|eng|P||N|||The Voice of a Foreign Land|
Svetcelnieks |Lincoln, NE|1972-1973||lav|eng|P||N|||The Pilgrim|
Svetdienas Balss |South Euclid, OH|1955, 1961-1977||lav|eng|P||N|||Sunday Voice|
Svetrita Zvani |Minneapolis, MN|1954, 1956-date||lav|eng|P||N|||Holy Morning Bells|
Teatru Apvienibas Vestule |Cleveland, OH|1980-1981||lav|eng|P||N|||Theater Association Letter|
Technikas Apskats |Montreal, Quebec, Canada|1954-1959, 1962-1980||lav|eng|P||N|||Technical Review|
Tevzemes Avize |Three Rivers, MI|1967||lav|eng|P||N|||The Fatherland's Newspaper|
Tilts |Minneapolis, MN|1949-1976||lav|eng|P||N|||The Bridge|
Toronto Centra |Toronto, Ontario, Canada|1978-date||lav|eng|P||N|||In the Toronto Center|
Toronto Latviesu Biedriba Apkartraksts |Toronto, Ontario, Canada|1966-1982||lav|lav,eng|P||N|||Toronto Latvian Society Newsletter|
Treji Varti |Grand Haven, MI (previously published in St|1967-1983||lav|eng|P||N|||Three Gates|
Trimdas Skola |Solna, Sweden|1954-1959, 1961-1964||lav|eng|P||N|||School in Exile|
Tris Zvaigznes |Neuötting (later Berchtesgaden-Strub), Germany|1946-1947||lav|ger,eng|P||N|||Three Stars|
Ugunskurs |Milwaukee, WI (previously published in Hersbruck, Germany)|1948, 1951-1953, 1955, 1957, 1959||lav|ger,lav,eng|P||N|||Campfire; Magazine for Latvian Boy Scouts and Girl Guides in Exile|
Universitas|New York, NY (previously published in Riga, Latvia; Stuttgart and Münster, Germany)|1954-1982||lav|ger,|P||N||||
Vaga |Toronto, Ontario, Canada|1981-1982||lav|eng|P||N|||Furrow|
Valdemarijas Vestis |West Allis, WI|1963-1971||lav|eng|P||N|||The Woldemar Herald|
Vards |Chicago, IL|1957||lav|eng|P||N|||Word|
Varti |New York, NY|1952||lav|eng|P||N|||The Gates|
Vasingtonas Latviesu Biedriba Apkartraksts |Washington, DC|1952||lav|lav,eng|P||N|||Washington Latvian Society Newsletter|
Vasingtonas Latviesu Ev.-Lut. Draudze Baznicas Zinas |Washington, DC|1952, 1955-1959, 1963-1968, 1972-1974||lav|lav,eng|P||N|||Washington Latvian Evangelical-Lutheran Church News|
Veja Zvani |Chicago, IL|1979, 1981||lav|eng|P||N|||Wind Chimes|
Vestis |Chicago, IL|||lav|eng|P||N|||Tidings|
Vestis. Detroitas Latviesu Informacijas Biletens |Detroit, MI|1953-1959, 1961-1974||lav|lav,eng|P||N|||The Herald. Detroit Latvian Information Bulletin|
Vestnesis |Boston, MA|1973, 1976-1984||lav|eng|P||N|||Messenger|
Vestule Dzintram |Minneapolis, MN|||lav|eng|P||N|||A Letter to the Sorority "Dzintra"|
Vidienes Balsis |Minneapolis, MN|1981-1984||lav|eng|P||N|||Midwest Voices|
Vilnis |Salem, OR|1963, 1973, 1975||lav|eng|P||N|||The Wave; previously titled Apkartraksts|
Vinipegas Latviesu Biedribas Izdevums Informators |Winnipeg, Manitoba, Canada|1983-date||lav|lav,eng|P||N|||Winnipeg Latvian Society Informer|
Viskonsinas Vestis |Fond du Lac, WI|1954-1955, 1959, 1961-1972||lav|eng|P||N|||Wisconsin Herald|
Visparejo Latviesu Dziesmu Svetki ASV Ricibas Komiteja Apkartraksts |Cleveland, OH (?)|1963, 1968||lav|lav,eng|P||N|||General U.S.A. Latvian Song Festival Action Committee Newsletter|
Vita Nostra |Bronx, NY|1967-1968, 1970||lav|eng|P||N|||Our Life|
Zelta Vartu Vestis |Los Gatos, CA|1952-1958, 1961, 1968-1969, 1971-1975, 1980-1982||lav|eng|P||N|||Golden Gate Herald|
Zeme un Tauta |Grand Haven, MI (previously published in Lincoln, NE)|1956, 1962, 1971-1972, 1975, 1979, 1981-1983||lav|eng|P||N|||The Land and People|
Zemnieku Vieniba |New York, NY|||lav|eng|P||N|||Peasant Union|
Ziemelamerikas Latviesu Teatru Apvienibas Apkartraksts |Lakewood, OH|1970, 1973, 1977-1978||lav|lav,eng|P||N|||North American Latvian Theater Association Newsletter|
Ziemelkalifornijas Apskats |San Jose, CA|1959-1974, 1980-1983||lav|eng|P||N|||Review of Northern California|
Zile |Washington, DC|1958||lav|eng|P||N|||Acorn|
Zintis |Chicago, IL|1961-1965||lav|eng,|P||N|||The Seer of Wisdom|
